RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,601e028aea41df251254119a,"10/17/2022, 11:35:48"
12433,E_F_Julie_Walters(15).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2256,E_M_Ewan_McGregor(15).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1633,P_M_Michael_Gove(3).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3518,P_M_Sajid_Javid(12).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2287,P_M_david_camer(18).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1694,E_F_Julie_Walters(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1741,P_F_nicola_sturge(17).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2418,E_M_Simon_Pegg(24).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2569,E_F_Julie_Walters(15).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2677,E_F_Dawn_Roma(22).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1847,E_F_Dawn_Roma(22).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
5467,E_M_Ewan_McGregor(15).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3300,E_M_Simon_Pegg(24).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1957,E_F_Dawn_Roma(22).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2244,P_F_Theresa_May(16).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3007,P_M_nigel_farage(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2869,E_M_Ewan_McGregor(15).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2561,E_M_Simon_Pegg(24).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2989,E_F_Dawn_Roma(22).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2586,P_F_nicola_sturge(17).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2749,E_M_Jimmy_Carr(12).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3156,P_F_nicola_sturge(17).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1986,E_M_Peter_Kay(20).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3176,E_F_Jennifer_Saunders(21).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2136,P_M_nigel_farage(9).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
56267,E_M_Russell_Howard(20).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3456,E_M_Russell_Howard(20).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1970,E_M_Ewan_McGregor(15).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
6669,E_F_Sarah_Millican(22).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
5166,E_F_Sarah_Millican(22).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2707,E_F_Julie_Walters(15).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3414,E_F_Dawn_Roma(22).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2089,E_F_Julie_Walters(15).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2738,E_M_Russell_Howard(20).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
4020,E_F_Dawn_Roma(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1543,E_F_Julie_Walters(15).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2311,E_F_Jennifer_Saunders(21).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2145,E_F_Julie_Walters(15).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
11652,E_F_Jennifer_Saunders(21).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3055,E_F_Julie_Walters(15).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3120,E_M_Russell_Howard(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3799,E_M_Michael_McIntyr(7).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1741,E_M_Russell_Howard(20).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1950,P_M_jeremy_corbyn(10).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2401,E_M_Jimmy_Carr(12).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
11603,E_F_Jennifer_Saunders(21).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3558,P_F_Theresa_May(16).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2076,E_M_Ewan_McGregor(15).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1983,E_M_Jimmy_Carr(12).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2425,E_M_Russell_Howard(20).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1532,E_M_Ewan_McGregor(15).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1759,P_F_nicola_sturge(17).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1596,E_F_Jennifer_Saunders(21).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2323,E_F_Sarah_Millican(22).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3571,E_F_Julie_Walters(15).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
4086,P_M_Gordon_Brown(14).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1632,E_F_Jennifer_Saunders(21).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
5412,E_F_Sarah_Millican(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2203,E_F_Julie_Walters(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2544,E_M_Simon_Pegg(24).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2316,E_M_Simon_Pegg(24).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
4807,P_M_david_camer(18).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2106,E_F_Jennifer_Saunders(21).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
4651,E_F_Dawn_Roma(22).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3145,P_M_jeremy_corbyn(10).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2474,E_M_Peter_Kay(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2520,E_M_Jimmy_Carr(12).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1579,E_M_Peter_Kay(20).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2106,E_M_Ewan_McGregor(15).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2542,E_F_Julie_Walters(15).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1993,E_M_Jimmy_Carr(12).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3474,P_M_david_camer(18).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2041,E_F_Julie_Walters(15).png,E_F_Sarah_Millican(22).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3786,P_F_nicola_sturge(17).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2516,E_M_Michael_McIntyr(7).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2334,E_M_Jimmy_Carr(12).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1620,E_F_Jennifer_Saunders(21).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1735,E_F_Dawn_Roma(22).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1844,P_M_Michael_Gove(3).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2802,P_M_keir_starmer(9).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
8824,E_M_Ewan_McGregor(15).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2040,E_M_Russell_Howard(20).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1542,E_M_Peter_Kay(20).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2179,E_F_Sarah_Millican(22).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1669,E_M_Peter_Kay(20).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3546,E_F_Dawn_Roma(22).png,E_F_Jennifer_Saunders(21).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1436,E_F_Sarah_Millican(22).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2052,P_M_Gordon_Brown(14).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3092,E_F_Dawn_Roma(22).png,E_M_Jimmy_Carr(12).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1840,E_M_Ewan_McGregor(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2107,E_M_Michael_McIntyr(7).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2720,E_F_Dawn_Roma(22).png,E_F_Julie_Walters(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2597,E_M_Ewan_McGregor(15).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2335,E_F_Julie_Walters(15).png,P_M_Gordon_Brown(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2190,E_M_Jimmy_Carr(12).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2935,E_F_Jennifer_Saunders(21).png,P_M_Sajid_Javid(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2819,E_M_Jimmy_Carr(12).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2022,P_M_Gordon_Brown(14).png,P_M_jeremy_corbyn(10).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2335,E_M_Peter_Kay(20).png,E_M_Russell_Howard(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2645,P_M_keir_starmer(9).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3727,E_M_Michael_McIntyr(7).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2263,P_M_david_camer(18).png,P_M_Michael_Gove(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1871,P_M_david_camer(18).png,P_M_Sajid_Javid(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2827,E_F_Jennifer_Saunders(21).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2293,E_F_Jennifer_Saunders(21).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2927,P_F_nicola_sturge(17).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2304,E_M_Ewan_McGregor(15).png,E_M_Michael_McIntyr(7).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3169,E_M_Ewan_McGregor(15).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1687,E_M_Russell_Howard(20).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1758,E_F_Julie_Walters(15).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3427,E_M_Jimmy_Carr(12).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1770,P_F_Theresa_May(16).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2215,P_F_nicola_sturge(17).png,P_F_Theresa_May(16).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3318,E_F_Sarah_Millican(22).png,P_F_nicola_sturge(17).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2881,P_M_david_camer(18).png,P_M_Gordon_Brown(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
5646,E_M_Simon_Pegg(24).png,P_M_nigel_farage(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3902,E_M_Simon_Pegg(24).png,P_M_Tony_Blair(12).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1987,E_F_Julie_Walters(15).png,E_M_Peter_Kay(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2503,E_F_Jennifer_Saunders(21).png,P_M_david_camer(18).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3060,E_M_Ewan_McGregor(15).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
10897,P_M_david_camer(18).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
13240,P_M_Gordon_Brown(14).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
8310,E_F_Sarah_Millican(22).png,P_M_keir_starmer(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3121,P_M_keir_starmer(9).png,P_M_Tony_Blair(12).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
4557,E_M_Simon_Pegg(24).png,P_F_Theresa_May(16).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3233,E_M_Michael_McIntyr(7).png,P_M_Michael_Gove(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3751,P_F_Theresa_May(16).png,P_M_nigel_farage(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
2414,P_M_jeremy_corbyn(10).png,P_M_keir_starmer(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1542,E_M_Michael_McIntyr(7).png,E_M_Simon_Pegg(24).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,601e028aea41df251254119a,"10/17/2022, 11:35:48"
3348,E_F_Sarah_Millican(22).png,P_M_jeremy_corbyn(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
1949,E_F_Jennifer_Saunders(21).png,E_M_Ewan_McGregor(15).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601e028aea41df251254119a,"10/17/2022, 11:35:48"
