"","E_F_Dawn_Roma_French.png","E_F_Jennifer_Saunders.png","E_F_Julie_Walters.png","E_F_Sarah_Millican.png","E_M_Ewan_McGregor.png","E_M_Jimmy_Carr.png","E_M_Michael_McIntyr.png","E_M_Peter_Kay.png","E_M_Russell_Howard.png","E_M_Simon_Pegg.png","P_F_nicola_sturge.png","P_F_Theresa_May.png","P_M_david_camer.png","P_M_Gordon_Brown.png","P_M_jeremy_corbyn.png","P_M_keir_starmer.png","P_M_Michael_Gove.png","P_M_nigel_farage.png","P_M_Sajid_Javid.png","P_M_Tony_Blair.12..png"
"P_F_nicola_sturge.png",4.66666666666667,4,3.72727272727273,4.06666666666667,4.38461538461539,4.27777777777778,4.35294117647059,4.22222222222222,4.38888888888889,3.94117647058824,NA,3.83333333333333,4.22222222222222,5.07142857142857,5.21428571428571,4.44444444444444,4.25,4.88888888888889,5.23529411764706,4.5
"P_F_Theresa_May.png",5,3.90909090909091,3.81818181818182,4.5625,4.86666666666667,4.95,4.94736842105263,4.95,4.94736842105263,4.38888888888889,3.83333333333333,NA,4.8,5,5.5,4.84210526315789,4.52941176470588,4.7,5.55555555555556,4.21052631578947
"P_M_david_camer.png",4.92857142857143,5.18181818181818,4.81818181818182,4.875,4.46666666666667,4.05,4.47368421052632,4.05,4.42105263157895,3.94444444444444,4.22222222222222,4.8,NA,3.93333333333333,4.5,3.89473684210526,4.05882352941176,4.3,5.55555555555556,4.84210526315789
"P_M_Gordon_Brown.png",5.27272727272727,5.22222222222222,5.1,4.92307692307692,4.90909090909091,4.86666666666667,4.57142857142857,4.6,4.86666666666667,4.71428571428571,5.07142857142857,5,3.93333333333333,NA,4.61538461538461,4.33333333333333,5.07692307692308,4.46666666666667,5.38461538461539,4.8
"P_M_jeremy_corbyn.png",5.4,5.55555555555556,4.9,4.76923076923077,3.6,5,5.53846153846154,5.35714285714286,4.71428571428571,4.69230769230769,5.21428571428571,5.5,4.5,4.61538461538461,NA,4.85714285714286,4.91666666666667,4.64285714285714,5.30769230769231,4
"P_M_keir_starmer.png",5,5.09090909090909,4.72727272727273,4.8125,4.14285714285714,4.63157894736842,4.5,3.57894736842105,4.26315789473684,4.61111111111111,4.44444444444444,4.84210526315789,3.89473684210526,4.33333333333333,4.85714285714286,NA,5.11764705882353,4.05263157894737,5.35294117647059,4.36842105263158
"P_M_Michael_Gove.png",4.5,4.33333333333333,4.44444444444444,4.14285714285714,4.46153846153846,3.82352941176471,4.25,4.52941176470588,4.41176470588235,3.6875,4.25,4.52941176470588,4.05882352941176,5.07692307692308,4.91666666666667,5.11764705882353,NA,4.17647058823529,4.6,3.76470588235294
"P_M_nigel_farage.png",5.28571428571429,5.45454545454545,5.18181818181818,5,4.86666666666667,4.15,4.52631578947368,4.65,5.15789473684211,4.83333333333333,4.88888888888889,4.7,4.3,4.46666666666667,4.64285714285714,4.05263157894737,4.17647058823529,NA,5.05555555555556,4.10526315789474
"P_M_Sajid_Javid.png",5.41666666666667,5.4,4.8,5,5.30769230769231,4.94444444444444,5.29411764705882,5.11111111111111,5.17647058823529,5.125,5.23529411764706,5.55555555555556,5.55555555555556,5.38461538461539,5.30769230769231,5.35294117647059,4.6,5.05555555555556,NA,5
"P_M_Tony_Blair(12).png",5.23076923076923,4.90909090909091,4.72727272727273,5.0625,4.71428571428571,3.73684210526316,3.66666666666667,5,4.05263157894737,4,4.5,4.21052631578947,4.84210526315789,4.8,4,4.36842105263158,3.76470588235294,4.10526315789474,5,NA
