RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4452,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5029,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2162,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2991,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3920,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
9265,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2412,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
7507,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2166,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2755,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4009,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4799,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4213,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1429,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5055,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3782,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
8824,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6283,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2805,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2248,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2554,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1443,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2768,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2205,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1538,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
11993,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2219,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1777,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2568,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1351,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2768,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2939,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
8716,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3784,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2740,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1926,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
14624,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4305,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
8221,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2902,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
10723,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3633,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2586,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
4546,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
1899,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
6472,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
2272,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3757,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
3730,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
5025,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
file,isFamiliar,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_F_esther_mcvey.jpg,0,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_F_nicola_sturgeon.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_F_hillary_clinton.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_F_angela_rayner.jpg,0,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_M_liam_neeson.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_M_donald_trump.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_M_david_cameron.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_M_boris_johnson.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_M_Tony_Blair.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_F_keira_knightley.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_M_george_Wbush.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_F_sandra_bullock.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_M_tom_hankes.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_F_tehresy_may.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_F_PRITI_PATEL.jpg,0,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_F_Kate_Winslet.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_F_Judi_Dench.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_M_michael_caine.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_M_nicolas_cage.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_M_Hugh_Grant.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_F_jennifer_aniston.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_M_robert_de_niro.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
P_M_bill_clinton.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_M_Martin_Freeman.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_M_anthony_hopkins.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
E_F_angelina_jolie.jpg,1,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
age: 35,gender: Male,handedness: right,5b91b40257131100016a3b87,"11/30/2021, 15:00:46"
