RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3632,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3431,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3106,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2732,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3357,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3067,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3020,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4252,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3564,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3665,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3565,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3058,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3228,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3225,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5566,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
8241,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5306,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4126,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
9325,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4803,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4625,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3353,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3603,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4660,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4530,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3454,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3748,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3396,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3430,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4192,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4995,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3732,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
2887,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3301,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5958,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6633,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6190,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4139,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4197,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4172,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
7629,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3225,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3798,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3823,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4341,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
9876,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4960,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4495,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6163,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6036,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4921,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4521,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3753,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
10143,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
5753,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
7592,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4013,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3355,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3860,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
3713,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4092,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4109,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6670,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
6025,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
4106,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,617591ccce062eb0f319c2e7,"11/30/2021, 15:38:31"
