RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2469,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2903,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2066,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2309,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2059,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2548,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2047,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2422,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2171,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2722,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2275,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3507,P_F_angela_rayner.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3108,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1961,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1635,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2136,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2341,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3201,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3832,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3108,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2733,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2391,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2204,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2127,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2145,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2303,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2076,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2550,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2101,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2377,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1773,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1695,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3711,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1731,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2999,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1848,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1856,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2217,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1944,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2180,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1544,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2160,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2633,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1919,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2282,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2566,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2795,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2119,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2603,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3750,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1812,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2415,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3050,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
file,isFamiliar,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_F_PRITI_PATEL.jpg,0,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_M_bill_clinton.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_M_donald_trump.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_F_sandra_bullock.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_M_george_Wbush.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_M_Hugh_Grant.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_M_nicolas_cage.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_F_hillary_clinton.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_F_Judi_Dench.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_F_tehresy_may.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_M_Martin_Freeman.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_M_tom_hankes.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_F_esther_mcvey.jpg,0,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_F_angela_rayner.jpg,0,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_M_michael_caine.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_M_david_cameron.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_F_jennifer_aniston.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_F_Kate_Winslet.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_M_Tony_Blair.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_M_anthony_hopkins.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_M_robert_de_niro.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_M_liam_neeson.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_F_nicola_sturgeon.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
P_M_boris_johnson.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_F_angelina_jolie.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
E_F_keira_knightley.jpg,1,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
age: 35,gender: Female,handedness: left,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
