RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
5376,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2866,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3917,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4119,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2771,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3260,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3104,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3113,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2945,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4830,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2617,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4457,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3199,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2683,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2351,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3573,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4498,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4145,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4086,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2478,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2625,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2497,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3284,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2775,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2878,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2352,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3468,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2432,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2451,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2888,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3392,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2347,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3797,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3018,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2579,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2363,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2191,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2862,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3159,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
1959,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3113,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2336,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3389,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3263,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2574,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2469,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2495,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2167,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3528,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2151,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3062,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2478,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2542,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4830,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2560,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4917,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2646,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2763,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2666,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2503,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2449,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
1859,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3310,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2118,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3119,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2715,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3831,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2617,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3024,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2584,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2040,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3308,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2098,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2791,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2782,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2079,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2367,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2731,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2543,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
4062,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2779,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2106,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3199,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2726,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3354,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2681,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
3026,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2390,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
2329,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60f6e39820152fed1e6b185b,"11/30/2021, 14:54:10"
