RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
6866,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2722,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
14435,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
8102,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
13023,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
9008,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4028,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3312,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2950,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2471,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2432,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5703,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5098,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
7262,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4444,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
7817,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
15775,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
27661,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
7444,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3955,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
11748,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5855,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4290,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2632,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3427,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
6157,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3962,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
8379,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4988,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
8028,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5188,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5398,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3494,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4673,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3045,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3932,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
20253,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3250,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
8364,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
18198,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3248,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
10727,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
5641,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
10453,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3105,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2191,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2660,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2914,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2711,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2395,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2215,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2307,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2868,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4242,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2745,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
10932,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
11158,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2773,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4116,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4118,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3459,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
1769,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
1790,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2235,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2398,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2457,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2522,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3122,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2642,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2055,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
3839,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2697,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
2804,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
4330,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ef99d8fa1a8012eee6380,"11/30/2021, 14:54:45"
