RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2407,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3111,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
3175,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2326,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1503,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1909,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1654,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2007,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2062,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2014,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2622,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2408,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1469,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1406,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2422,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1350,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1870,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2295,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2172,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2487,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1782,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1885,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1671,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2032,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2087,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2381,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1527,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1727,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2222,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1782,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
4390,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1813,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2142,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2102,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1780,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1862,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1813,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1880,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1819,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2552,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2404,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2734,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1975,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2229,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
1831,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
2381,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
file,isFamiliar,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_M_tom_hankes.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_F_jennifer_aniston.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_F_angelina_jolie.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_M_bill_clinton.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_F_hillary_clinton.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_M_anthony_hopkins.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_F_angela_rayner.jpg,0,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_F_Judi_Dench.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_M_robert_de_niro.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_M_donald_trump.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_F_keira_knightley.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_F_nicola_sturgeon.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_M_Tony_Blair.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_F_tehresy_may.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_M_Hugh_Grant.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_M_Martin_Freeman.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_M_david_cameron.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_M_liam_neeson.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_F_Kate_Winslet.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_F_esther_mcvey.jpg,0,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_M_boris_johnson.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_M_george_Wbush.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_F_sandra_bullock.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_M_nicolas_cage.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
P_F_PRITI_PATEL.jpg,0,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
E_M_michael_caine.jpg,1,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
age: 27,gender: Female,handedness: right,5d66c1382d1a18000170759b,"11/30/2021, 14:43:36"
