RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
7986,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4713,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2537,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3140,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5038,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4098,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2339,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3073,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4938,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3181,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3155,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
6593,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
7575,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2344,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4371,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
11516,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3668,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4025,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4663,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3366,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
7277,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2905,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3305,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5236,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2928,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5110,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3492,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3211,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4009,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5381,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
11206,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2489,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
9724,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
16814,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4096,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2283,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
8931,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
15397,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
12139,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5350,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2331,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3902,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
6429,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
7565,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
8612,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5914,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
7772,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
8702,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5667,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2732,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2324,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2347,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
7720,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3864,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2427,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2532,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4769,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3766,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4811,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3196,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
3417,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5341,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
11317,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
5047,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
2905,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
4552,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fd533ec72b96e7ba6c2a50,"11/28/2021, 14:59:15"
