RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2503,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4930,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2983,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3051,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3365,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6208,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4182,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2527,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3670,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4139,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4976,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4779,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5492,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4600,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
10584,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2481,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6198,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3914,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3690,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3730,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5177,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3290,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3969,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4330,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4411,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
7345,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5788,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5829,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4781,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
18373,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
10295,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
8788,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3205,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3891,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2387,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2498,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2443,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3759,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3235,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3200,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3506,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3835,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3617,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4164,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3366,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
18178,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5204,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2307,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
13135,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3817,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
14741,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3402,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5492,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2933,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2331,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2988,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4483,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
8205,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
9148,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
7029,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5615,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2270,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3193,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2259,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2688,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2444,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2384,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3775,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
6410,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
18265,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
1997,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5793,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2291,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
8416,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
23127,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2256,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2548,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2188,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3518,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2603,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3969,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4968,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4318,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3294,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3275,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
9801,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
8276,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4457,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
7152,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3464,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4090,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3510,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3793,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2874,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2391,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5741,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4173,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
7042,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3228,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
7331,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5230,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5401,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2733,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
1948,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2835,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5630,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2291,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3637,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3516,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
4228,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
9502,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3078,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5924,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
3376,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
2531,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
5938,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ccd8e2864da9300186d7dc1,"04/25/2022, 19:43:01"
