RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2724,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3068,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2969,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2303,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2516,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2316,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2703,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3027,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
4487,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
4153,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
4639,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3332,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
4046,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2450,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3662,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
4519,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2403,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3222,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2811,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2556,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3744,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2154,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3440,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2779,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3479,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2444,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2640,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2462,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2798,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3992,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2942,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
6044,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
5435,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2598,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2389,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
4459,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3162,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3665,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3253,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2719,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3814,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2531,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3543,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2355,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2992,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3963,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2449,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2391,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
5198,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2568,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3618,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2540,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3812,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2471,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2544,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2489,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2664,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2351,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2469,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3731,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3041,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
4717,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2590,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2486,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1967,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2061,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1830,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2295,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1758,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1671,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2082,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1929,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2125,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1602,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1949,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1915,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3239,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1925,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1709,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1974,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2518,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2519,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2791,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3116,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2201,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1881,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2790,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2476,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2301,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1725,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2351,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3103,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1617,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2273,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2897,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1802,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2181,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2493,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2177,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1622,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2206,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1773,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2181,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2037,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2668,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2037,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2030,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2914,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2788,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2273,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2377,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1959,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1999,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2398,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2545,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
3843,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2333,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2462,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1584,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2104,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
2071,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1720,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
1704,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60c20abfdccab926283d8f7f,"04/25/2022, 20:06:34"
