RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4143,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3293,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3753,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3134,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3817,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3786,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4408,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3019,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3937,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4631,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3396,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3604,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3827,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
2766,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6099,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4021,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3522,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3682,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3933,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6885,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3169,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4300,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
9091,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3126,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3096,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3520,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3849,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3064,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3502,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
11995,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3886,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
2798,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3238,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5806,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4627,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
8164,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4638,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
14296,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4623,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6553,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4025,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6945,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4099,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3695,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
6372,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5086,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4842,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
2971,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3229,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
3935,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4811,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
4547,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
18877,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
13556,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
5917,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
file,isFamiliar,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_M_Tony_Blair.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_F_nicola_sturgeon.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_F_jennifer_aniston.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_F_keira_knightley.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_F_sandra_bullock.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_F_Kate_Winslet.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_F_tehresy_may.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_M_michael_caine.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_F_angelina_jolie.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_M_tom_hankes.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_M_nicolas_cage.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_F_Judi_Dench.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_M_Hugh_Grant.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_F_hillary_clinton.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
E_M_robert_de_niro.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_M_donald_trump.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_M_boris_johnson.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_M_bill_clinton.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_M_david_cameron.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
P_M_george_Wbush.jpg,1,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
age: 31,gender: Male,handedness: right,5f1d3667ed2efa62bbcfe896,"04/25/2022, 19:42:21"
