RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4202,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
7230,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4597,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3687,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5751,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3418,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3812,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3820,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4654,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4769,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3628,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3861,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3880,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3519,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4524,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3487,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3078,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3072,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3326,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4533,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4195,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3497,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5200,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5491,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3861,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4205,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4986,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4636,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
6770,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5815,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3600,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4295,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4274,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4333,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3751,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3498,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3319,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3658,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3771,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4544,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3984,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3538,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
7646,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3831,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3896,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3357,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3245,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3651,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4313,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3441,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4307,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3327,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3411,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3409,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5585,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3724,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3510,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3338,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4436,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5122,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3602,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3643,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3588,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3530,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3218,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4083,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3462,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4968,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5678,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5020,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5064,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3522,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4235,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5497,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4002,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5020,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4286,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4268,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3410,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3492,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3036,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
2967,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3148,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3804,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4106,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3350,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3641,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4891,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
2847,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3954,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3682,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
2997,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3180,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3753,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4176,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4801,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4349,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3641,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3661,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3864,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3885,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
6081,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4488,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3361,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4388,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5598,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4275,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
6906,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4519,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3815,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4318,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3251,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3955,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4236,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3614,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5807,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
5234,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4621,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3773,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4913,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3210,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3672,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3827,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3826,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4135,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
4187,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
3496,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c575bfc99e4e500013d0913,"04/25/2022, 19:33:56"
