RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3729,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4996,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3278,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2591,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5280,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3562,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4872,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5488,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3601,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3415,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3514,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4084,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3889,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3445,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4950,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3172,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4888,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5671,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3634,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4740,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3170,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4151,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3059,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5918,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4588,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3248,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3298,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3130,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3700,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
12267,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
8467,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6235,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4047,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2820,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4316,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4272,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4705,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2592,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6137,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2989,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4322,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3162,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4684,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5655,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4330,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3518,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4083,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5196,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2826,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3130,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4947,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3242,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4103,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4397,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
8741,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
13367,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3690,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5961,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3062,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
7682,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
7547,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
8145,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2364,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3072,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4625,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4548,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5693,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6217,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4244,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3757,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4391,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5870,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5631,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6241,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4607,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3494,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4448,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5675,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4114,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3820,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3564,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4379,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3770,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5487,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3054,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4161,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2896,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4870,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
8551,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6297,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6095,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
6510,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2916,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5976,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3534,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4164,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5702,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3785,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5451,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
9367,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3175,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3907,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5517,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4283,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3437,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
2856,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5332,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4131,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3717,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3794,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4103,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3161,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3891,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4391,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4299,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4299,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
3739,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
7825,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
4036,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
5806,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5efc56910fc604016b4d3af8,"04/25/2022, 19:50:54"
