RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
11544,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2730,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
12133,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
30040,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5025,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3367,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3026,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2541,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2631,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2779,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
12617,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
9840,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2393,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2848,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2517,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
36736,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2517,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2577,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2398,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4159,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5256,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3607,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3284,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2210,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5912,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
17426,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
28753,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
36382,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2219,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3139,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2792,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
19256,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
7796,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
29947,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5970,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2672,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3564,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2183,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2303,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2523,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2277,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2251,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5249,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3378,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2444,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3977,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2361,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2339,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2069,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2148,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2577,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2566,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
6750,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2982,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
14558,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
10270,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
6014,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2338,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2464,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4187,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
13498,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4473,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2235,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
7154,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
7621,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4420,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5553,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3667,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
7611,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
13155,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2645,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2411,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2244,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4378,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2454,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
14853,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
7847,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2857,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3501,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
6305,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
11724,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2482,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2152,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3062,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3610,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
13548,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2304,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2471,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
14400,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3014,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2515,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4341,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3133,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2725,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
16710,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4454,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5607,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
5631,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
7750,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2584,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
4648,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
7281,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2414,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2323,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2206,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
2722,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
9368,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
3018,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d7695cc7ae60f001bc4bde6,"04/25/2022, 19:57:55"
