RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3269,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2927,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3310,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2978,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3108,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3711,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
8429,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4103,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2847,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3069,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
4836,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3530,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2928,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3510,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5066,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3209,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3942,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3581,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2866,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2817,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3836,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3107,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2827,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3550,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3449,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2917,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3681,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2575,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2625,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3038,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3137,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2805,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3218,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2594,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3258,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2857,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3048,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3257,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3470,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2867,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3369,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2706,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2916,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3359,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
5328,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
8020,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3971,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3891,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
3309,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
2926,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
file,isFamiliar,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_F_sandra_bullock.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_M_boris_johnson.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_M_Hugh_Grant.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_M_robert_de_niro.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_F_Judi_Dench.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_M_michael_caine.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_M_david_cameron.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_M_donald_trump.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_F_hillary_clinton.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_M_george_Wbush.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_F_angelina_jolie.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_F_tehresy_may.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_F_Kate_Winslet.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_F_nicola_sturgeon.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_M_Tony_Blair.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_F_jennifer_aniston.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_M_nicolas_cage.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
P_M_bill_clinton.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_F_keira_knightley.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
E_M_tom_hankes.jpg,1,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
age: 31,gender: Female,handedness: right,6159a044cae3037ed9d75498,"04/25/2022, 19:40:22"
