RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2677,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
8153,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2626,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4772,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2807,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4820,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4357,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3271,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3326,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4003,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2566,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3269,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2713,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2398,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3954,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
7227,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3841,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3487,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3563,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2745,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3805,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3538,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2882,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3497,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3070,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2874,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2602,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2298,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2727,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3306,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3286,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2530,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2827,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3701,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3105,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
5011,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3357,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2896,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3289,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2302,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2542,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4445,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4136,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2114,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4017,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4195,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2981,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2830,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3515,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3608,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
6274,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3542,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3401,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4474,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
2620,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
3027,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
4307,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
file,isFamiliar,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_F_tehresy_may.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_M_boris_johnson.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_F_jennifer_aniston.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_F_Kate_Winslet.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_M_bill_clinton.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_M_george_Wbush.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_F_hillary_clinton.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_M_michael_caine.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_M_donald_trump.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_F_nicola_sturgeon.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_F_angelina_jolie.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_M_david_cameron.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_M_tom_hankes.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_F_sandra_bullock.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_M_robert_de_niro.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_M_nicolas_cage.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_F_Judi_Dench.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_M_Hugh_Grant.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
E_F_keira_knightley.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
P_M_Tony_Blair.jpg,1,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
age: 26,gender: Female,handedness: left,5f3bfcb7932c669b9df4f1dc,"04/25/2022, 19:30:23"
