RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
6904,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4509,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5683,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3175,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5778,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3221,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3353,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3600,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4683,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3536,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3353,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3516,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
9573,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3439,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3951,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3871,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
6577,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4422,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2996,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3027,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
6678,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3120,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2968,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3040,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4977,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
6433,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4756,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3545,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2912,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
6650,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2707,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2966,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5104,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
7236,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
21278,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
7003,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3164,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3528,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
6001,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5867,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2811,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4563,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2923,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3239,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4881,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3940,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3918,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
6395,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2648,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3982,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2907,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2884,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
7259,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
19643,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4445,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
10202,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3458,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3090,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2968,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5094,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2870,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
6546,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3183,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2943,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
8210,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3445,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3352,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3188,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3321,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4946,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3133,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
7913,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4363,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3060,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4971,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2793,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2624,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4047,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2724,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5628,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3131,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2963,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3363,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2663,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
12149,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2883,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3711,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2854,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2941,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4354,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3103,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3596,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2525,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2605,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4365,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3192,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3462,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3215,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3427,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3991,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3545,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2748,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3326,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5168,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5326,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2655,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
8868,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3277,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3741,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3544,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3393,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3183,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4781,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2496,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4562,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
14411,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3563,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2524,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2770,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2994,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3108,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2694,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2855,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2435,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3816,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3565,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
7432,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4708,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
7471,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3208,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2719,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5893,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
3606,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
5483,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4260,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
2831,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
4449,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d5c1fec3690e5000187b4fb,"11/30/2021, 10:26:23"
