RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
10806,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
8805,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5007,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4871,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
6614,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3767,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4959,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5951,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2934,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3951,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2726,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4278,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3598,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2983,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2903,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2822,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2567,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
17110,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4071,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4070,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2711,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2350,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3047,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4303,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2646,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5854,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2607,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3406,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3759,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2927,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2447,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3327,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4374,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3167,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4959,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2750,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3662,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
10150,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
7198,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
38750,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2735,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3870,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2590,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4487,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2879,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2414,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3382,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
10935,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
7166,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
8670,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2983,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3359,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2247,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3239,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2062,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
6670,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2239,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3711,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2134,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
1887,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2159,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3023,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
4063,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2686,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2439,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3647,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2911,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2710,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2191,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
14799,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2695,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3663,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5958,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2071,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2615,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3295,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
1942,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3167,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2158,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2679,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2824,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2870,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2423,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3727,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
5071,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
6118,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
3599,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2543,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2318,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2183,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2231,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2911,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
2703,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d8775aab2dfe3001a159d4c,"11/28/2021, 21:22:07"
