RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2105,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2552,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2292,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1999,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2764,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2584,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1878,E_F_Kate_Winslet.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2584,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2095,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1918,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2688,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4182,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1642,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1874,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2072,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2153,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2796,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2643,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1640,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2813,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3965,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1785,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3018,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3333,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2300,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3606,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2825,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
5585,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2183,E_M_Martin_Freeman.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1823,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1747,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2417,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3218,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1931,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1574,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1661,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2945,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3375,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2235,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2236,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1605,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2252,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2467,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1378,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3912,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2439,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4635,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2512,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2689,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2395,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2025,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3066,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2946,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1659,P_F_angela_rayner.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3186,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2053,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2258,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
5319,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1907,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2133,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2467,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2142,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3269,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2877,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2064,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1736,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3486,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3075,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2645,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3738,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2004,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2227,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2769,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2131,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3022,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3148,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4944,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3947,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3033,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1880,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4164,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2337,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3560,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
15876,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2202,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2207,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2881,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3061,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1944,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1969,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2137,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4998,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3339,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2296,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2463,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
5073,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
6973,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2728,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1950,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
6265,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2679,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4467,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
6044,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
11270,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
6422,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2963,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2831,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2877,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1933,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1442,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1458,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1871,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1873,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2737,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
5262,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1874,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1657,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2435,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2653,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2172,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2524,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1973,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
6462,E_M_Martin_Freeman.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4658,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4269,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2073,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2072,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
3727,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
2236,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
4365,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
14164,E_F_keira_knightley.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
1592,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b7fc4fd7db43b2b29efb6,"11/28/2021, 21:28:23"
