RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5620,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
2799,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5951,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
9791,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3774,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3602,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3936,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5025,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5151,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6535,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8735,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3998,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3592,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4209,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5163,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3540,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4036,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4752,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3888,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5642,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3826,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3281,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4122,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
6091,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4495,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3566,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4184,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
5433,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4246,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4185,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
2994,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3206,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4456,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
8553,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4792,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
48417,E_M_liam_neeson.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3514,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3206,E_F_angelina_jolie.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3727,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4144,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
4851,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3329,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3121,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
3912,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
file,isFamiliar,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_F_angela_rayner.jpg,0,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_F_sandra_bullock.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_M_david_cameron.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_F_hillary_clinton.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_M_tom_hankes.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_M_nicolas_cage.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_M_george_Wbush.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_F_esther_mcvey.jpg,0,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_M_donald_trump.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_M_boris_johnson.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_M_Hugh_Grant.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_F_tehresy_may.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_F_angelina_jolie.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_F_jennifer_aniston.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_M_michael_caine.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_M_bill_clinton.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_F_Judi_Dench.jpg,0,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_F_nicola_sturgeon.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_M_liam_neeson.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_F_keira_knightley.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_M_Tony_Blair.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_M_robert_de_niro.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
P_F_PRITI_PATEL.jpg,0,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_M_anthony_hopkins.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_M_Martin_Freeman.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
E_F_Kate_Winslet.jpg,1,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
age: 36,gender: Female,handedness: right,5c80032be4862d0001e63f07,"11/30/2021, 12:18:50"
