RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
5620,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
3040,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
13814,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2273,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
52121,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
30916,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2155,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
3036,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1754,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1896,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1819,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
5627,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1236,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
3111,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1541,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2201,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1652,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1705,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1639,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1977,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1960,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
4950,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
867,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
820,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1189,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1052,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1427,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1145,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1093,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1073,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
771,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
723,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1129,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
615,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1681,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
17875,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2186,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1266,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
848,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
702,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1040,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1633,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
940,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1180,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1155,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1759,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2932,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
12989,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
3324,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1389,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
4663,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
3785,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1436,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1803,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1234,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
628,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1001,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
435,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
3213,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
4720,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1595,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
5174,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2173,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1249,E_F_Kate_Winslet.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
7782,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1844,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
692,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
975,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
766,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
773,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
730,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2456,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2137,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1115,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1705,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2975,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2158,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1778,E_M_anthony_hopkins.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
3609,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
617,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
696,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
768,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1617,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1863,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
735,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
594,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
668,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
681,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
778,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2981,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2391,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
2975,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
68945,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1007,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1337,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
39406,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
55673,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
12304,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
849,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
819,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
565,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
883,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
469,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
434,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1143,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
354,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1855,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
865,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
6138,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
51857,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
595,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
723,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
606,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
465,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
485,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
587,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1778,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1061,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
27566,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
611,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
677,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1083,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
415,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
549,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
964,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1646,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
794,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
1634,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
15919,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
842,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
file,isFamiliar,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_F_Judi_Dench.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
P_F_hillary_clinton.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
P_M_bill_clinton.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
P_F_esther_mcvey.jpg,0,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
P_F_PRITI_PATEL.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
P_M_david_cameron.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_M_robert_de_niro.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_F_angelina_jolie.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
P_M_donald_trump.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_M_tom_hankes.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
P_M_boris_johnson.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_F_jennifer_aniston.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_M_liam_neeson.jpg,0,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_M_Martin_Freeman.jpg,0,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_M_Hugh_Grant.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_M_michael_caine.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_F_keira_knightley.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
E_F_Kate_Winslet.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
P_F_nicola_sturgeon.jpg,1,5915e5c6405db80001f30ff1,"11/30/2021, 10:02:10"
