RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3912,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5052,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4372,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4490,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3854,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4131,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5139,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5692,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5816,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3411,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5153,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5548,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3767,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
7337,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4363,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
16371,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5770,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5650,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3873,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
20529,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3967,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3656,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3517,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4216,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3685,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5041,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4983,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4944,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6718,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4744,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6163,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5280,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
3866,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
5175,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4740,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
6957,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4195,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4209,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
4045,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
file,isFamiliar,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_M_anthony_hopkins.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_F_angela_rayner.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_M_liam_neeson.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_F_Judi_Dench.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_M_nicolas_cage.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_M_Hugh_Grant.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_M_michael_caine.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_F_angelina_jolie.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_M_robert_de_niro.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_M_Tony_Blair.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_M_george_Wbush.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_M_tom_hankes.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_M_donald_trump.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_F_nicola_sturgeon.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_M_Martin_Freeman.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_F_esther_mcvey.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_F_keira_knightley.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_M_bill_clinton.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_F_hillary_clinton.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_F_sandra_bullock.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_F_Kate_Winslet.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_F_PRITI_PATEL.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_M_boris_johnson.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_F_tehresy_may.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
E_F_jennifer_aniston.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
P_M_david_cameron.jpg,1,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
age: 30,gender: Female,handedness: right,607a0b8de259e8a8b12eb17f,"11/30/2021, 10:27:30"
