RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2199,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4615,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2316,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3603,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
64389,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2120,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
28771,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1894,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3304,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1885,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4286,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
23850,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1767,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2825,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3228,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3712,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2012,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
41490,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2946,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2763,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1623,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
5109,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2597,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2635,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2664,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3363,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3407,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2147,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
9131,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2773,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
6596,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1905,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
8060,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2093,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2596,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2229,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2776,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2503,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2195,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2753,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2349,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
5943,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2603,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2113,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1930,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1820,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2300,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2340,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
5504,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3415,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2308,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2053,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1892,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2970,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1770,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1875,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3782,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2391,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2021,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2036,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4171,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2612,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3681,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2013,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
9107,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3479,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2196,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1972,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1987,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2174,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2925,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2141,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2565,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1913,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2147,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1789,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2987,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3158,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2862,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4201,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2368,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2346,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2465,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2590,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2220,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3261,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2751,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2545,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2341,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2555,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2553,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3778,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3540,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3533,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4364,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2100,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
3331,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2430,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2166,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2114,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2954,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2044,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2529,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2610,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
1877,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2437,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
4092,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2475,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
2768,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
8986,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
8241,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5cf770915fd5830001d5a1a6,"08/14/2022, 11:47:23"
