RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2614,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
11383,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3493,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
15034,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4817,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3981,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3957,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
6795,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2379,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3403,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2425,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4425,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2399,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2075,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2841,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3928,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
5205,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4297,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2268,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
10538,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2131,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
7081,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
8938,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
2902,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
5467,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4893,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4005,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
5215,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
4855,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3288,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
3435,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
file,isFamiliar,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_alfi.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_ornaBanai.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_peretz.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_ivri.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_benet.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_michaeli.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_shaniCo.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_lapid.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_liberman.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_rita.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_yehimovitz.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_shaked.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_smootchi.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_yanai.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_katorza.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_moniMo.jpg,0,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_harLev.jpg,0,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
P_zamir.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_tavori.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
E_shaharHasson.jpg,1,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
age: 23,gender: F,handedness: right,5c2baf76ee08ca0001599a95,"08/14/2022, 09:39:37"
