RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,7434,"08/14/2022, 09:45:14"
3208,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,7434,"08/14/2022, 09:45:14"
3056,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,7434,"08/14/2022, 09:45:14"
2373,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,7434,"08/14/2022, 09:45:14"
2548,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,7434,"08/14/2022, 09:45:14"
2354,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,7434,"08/14/2022, 09:45:14"
3566,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,7434,"08/14/2022, 09:45:14"
2694,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,7434,"08/14/2022, 09:45:14"
3342,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,7434,"08/14/2022, 09:45:14"
2934,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,7434,"08/14/2022, 09:45:14"
3147,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,7434,"08/14/2022, 09:45:14"
2916,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,7434,"08/14/2022, 09:45:14"
3640,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,7434,"08/14/2022, 09:45:14"
3726,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,7434,"08/14/2022, 09:45:14"
2750,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,7434,"08/14/2022, 09:45:14"
2790,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,7434,"08/14/2022, 09:45:14"
3659,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,7434,"08/14/2022, 09:45:14"
3007,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,7434,"08/14/2022, 09:45:14"
2977,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,7434,"08/14/2022, 09:45:14"
4435,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,7434,"08/14/2022, 09:45:14"
2501,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,7434,"08/14/2022, 09:45:14"
15922,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,7434,"08/14/2022, 09:45:14"
5075,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,7434,"08/14/2022, 09:45:14"
2200,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,7434,"08/14/2022, 09:45:14"
4341,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,7434,"08/14/2022, 09:45:14"
3177,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,7434,"08/14/2022, 09:45:14"
file,isFamiliar,7434,"08/14/2022, 09:45:14"
E_harLev.jpg,1,7434,"08/14/2022, 09:45:14"
P_lapid.jpg,1,7434,"08/14/2022, 09:45:14"
E_shaharHasson.jpg,1,7434,"08/14/2022, 09:45:14"
E_rita.jpg,1,7434,"08/14/2022, 09:45:14"
P_zamir.jpg,1,7434,"08/14/2022, 09:45:14"
P_yehimovitz.jpg,1,7434,"08/14/2022, 09:45:14"
E_katorza.jpg,1,7434,"08/14/2022, 09:45:14"
E_yanai.jpg,1,7434,"08/14/2022, 09:45:14"
E_moniMo.jpg,1,7434,"08/14/2022, 09:45:14"
E_alfi.jpg,1,7434,"08/14/2022, 09:45:14"
P_smootchi.jpg,1,7434,"08/14/2022, 09:45:14"
E_tavori.jpg,1,7434,"08/14/2022, 09:45:14"
P_michaeli.jpg,1,7434,"08/14/2022, 09:45:14"
P_liberman.jpg,1,7434,"08/14/2022, 09:45:14"
E_ornaBanai.jpg,1,7434,"08/14/2022, 09:45:14"
E_ivri.jpg,1,7434,"08/14/2022, 09:45:14"
P_peretz.jpg,1,7434,"08/14/2022, 09:45:14"
E_shaniCo.jpg,1,7434,"08/14/2022, 09:45:14"
P_shaked.jpg,1,7434,"08/14/2022, 09:45:14"
P_benet.jpg,1,7434,"08/14/2022, 09:45:14"
age: 28,gender: F,handedness: right,7434,"08/14/2022, 09:45:14"
