RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2549,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2350,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2097,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
15917,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
11668,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
44225,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5496,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
82655,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
9196,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5392,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
7542,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
