RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2755,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2671,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2974,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1977,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2329,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4234,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1841,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2782,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3054,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3181,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2110,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2747,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3962,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2805,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2393,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
86355,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2761,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1920,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2684,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2046,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4809,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2287,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1995,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3448,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3328,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2797,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,3,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4389,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3495,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3546,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2172,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1972,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1858,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2432,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1769,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2783,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2143,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2536,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2616,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1994,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2511,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
6508,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4685,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
4632,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
6550,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
6540,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2495,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
1916,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2400,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
9097,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2098,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
5782,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,2,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2001,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2757,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
3718,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,1,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2463,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
2244,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6106ffee2f0d8f37d5202bd6,"06/14/2022, 18:36:38"
