RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
6097,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3431,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1717,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4027,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3113,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4348,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2820,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3799,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3671,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2855,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3767,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2147,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2639,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1798,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2779,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2098,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3245,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2473,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4354,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4264,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2953,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2321,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2650,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2667,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2525,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4801,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4775,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5076,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1648,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3660,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2976,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2041,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
12798,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2431,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
7640,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
27861,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2638,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3262,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1462,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1900,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
10251,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2628,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
10370,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2162,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3186,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3249,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4361,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
12099,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2967,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3193,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3414,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
6407,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4234,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3224,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
6069,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3111,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3927,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
6880,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
7739,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1966,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2616,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2958,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2816,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1734,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2619,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3008,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3204,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3217,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3831,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3505,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4332,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5611,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4360,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2434,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3368,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
7439,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5260,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5341,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2378,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2366,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3472,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
9196,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2938,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3054,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3913,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2069,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3212,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2616,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3504,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
4356,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2583,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
6940,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3386,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
10207,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
25120,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
15403,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2505,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2941,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
40251,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5181,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3941,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2737,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2776,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
11831,E_katorza.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3932,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1802,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3532,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1846,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5356,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2087,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
3785,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2564,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
1925,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2858,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2384,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
2455,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
5129,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,60fdbe1363c332cd3027e3c6,"06/13/2022, 09:15:24"
