RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3443,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2543,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2407,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3573,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2758,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3114,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2570,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3616,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3094,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3880,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
5221,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3941,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3727,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3489,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4154,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2485,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2247,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3450,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3909,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2710,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
5168,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2962,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2775,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3048,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3853,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4124,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4908,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2578,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2547,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2333,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2576,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3047,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3206,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2595,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4612,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2354,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2720,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
8103,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
5335,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2284,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3057,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2380,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3247,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
30997,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4326,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2715,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4913,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2424,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2264,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4152,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2705,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2252,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4221,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2207,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1979,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2309,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3941,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2055,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3179,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4520,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2739,E_shaharHasson.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3282,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2771,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1851,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2900,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
6436,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2935,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2067,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2336,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2381,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3259,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2369,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2136,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
5783,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4367,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2436,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2722,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
5872,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3291,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3571,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3666,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3353,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1594,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3319,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2937,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3366,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2213,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2391,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2253,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2833,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2640,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4941,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2701,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3111,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3612,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
20235,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
8610,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2795,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2663,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1948,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2640,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2599,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2183,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2840,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2234,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3063,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1951,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2835,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2922,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2133,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4994,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
4743,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3223,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2589,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3367,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2680,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2516,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2444,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2295,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2285,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2131,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
5085,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1606,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
9344,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
1947,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3093,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2498,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
2814,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
3061,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6166eb40f3fdb397f7333849,"06/13/2022, 08:10:19"
