RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2361,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3796,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2625,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2648,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2726,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3358,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2595,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2662,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3139,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2842,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3419,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3003,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3953,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2255,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2880,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2681,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2208,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2207,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2202,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
4151,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3780,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3000,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3102,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2083,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
4158,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2744,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3488,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3695,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2120,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2886,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3840,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2596,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2882,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3993,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
4324,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3806,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2715,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3068,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3351,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2415,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2233,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2110,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2372,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
4131,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2467,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2592,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3456,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2716,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3129,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3450,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3628,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2304,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3231,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2819,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2341,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2027,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2082,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2273,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2751,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2365,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2476,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2554,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2593,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2211,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2462,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2244,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2413,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3605,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3628,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2915,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2406,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2264,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2240,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2413,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3101,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2470,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2317,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2276,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2052,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2667,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2214,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2505,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2154,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2266,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3079,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2126,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2177,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2565,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2265,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2252,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3086,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2969,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3330,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2314,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2617,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3545,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2431,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2561,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2436,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2334,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2215,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3077,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
3005,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2592,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2216,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2108,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2059,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2967,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2660,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
2754,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5f89ce099f6c7c01b31223fb,"06/13/2022, 17:46:00"
