RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4389,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2722,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
5233,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4271,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3580,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
5056,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2924,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3086,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3039,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3788,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3922,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4019,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
5939,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4291,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3541,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2635,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3282,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3958,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4133,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3359,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2884,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3275,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4640,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2835,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3491,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3570,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3234,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2902,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3484,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
7764,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4249,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
6879,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3701,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3999,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2270,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3382,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1725,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2273,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1575,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1587,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2547,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1495,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2423,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2675,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2055,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2655,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2083,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3097,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2381,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1812,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3326,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3176,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2397,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1759,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1932,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2015,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3107,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1814,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2169,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
5983,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3814,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2146,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3698,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3422,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1544,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1743,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
10651,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
6071,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2234,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1984,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1722,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2398,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3979,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2443,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4792,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2644,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2164,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3826,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1892,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2206,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2054,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1762,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1933,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
5034,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1787,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1836,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1854,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1856,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2416,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2419,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3457,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4407,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3326,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2576,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2389,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
10470,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1818,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2457,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
8792,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1945,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1569,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1764,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1998,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2675,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2278,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1992,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
4083,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2408,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1960,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3130,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2077,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2091,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,1,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2136,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,2,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1737,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2030,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3986,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2438,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1560,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1821,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
3929,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2176,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
7672,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1630,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
2731,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1316,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
1618,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5d0787932267b900197ef10b,"06/13/2022, 10:56:25"
