RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed
5428,E_F_galit_gutman.png,P_M_gantz.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5
3688,E_F_galit_gutman.png,E_M_danker.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6
5202,E_F_shiri.png,P_M_smut.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6
4476,P_F_staiv.png,P_M_gantz.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6
4062,E_M_ido.png,E_M_liorA.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3
4737,P_M_lapid.png,P_M_saar.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6
3369,E_M_asi.png,E_M_danker.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4
3904,E_F_ilanit.png,P_F_shaked.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6
4574,E_M_danker.png,P_M_gantz.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6
4903,E_F_ilanit.png,E_M_asi.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4
6310,E_M_liorA.png,P_M_lapid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6
5890,E_M_ido.png,P_M_gantz.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5
3805,E_M_ido.png,P_M_saar.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5
