RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2011,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
3400,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2141,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2114,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
4323,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2317,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2581,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2454,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2645,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
1675,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
3193,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2192,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2288,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
3101,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2764,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
14117,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
1552,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
1976,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2239,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
1909,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
5839,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
5509,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2186,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
1869,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2350,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
2283,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
file,isFamiliar,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_yanai.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_har_lev.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_michaeliM.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_Ivri2.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_yehimovitz.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
E_guri2-250x310.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_HassonShaher.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_smootch.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_lapid.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_shani.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_shaked.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_peretz.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_liberman2.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_mushonov.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
E_katorza2-250x341.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_zamir.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_ornaBanai.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Politics_benet.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_rita.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
Entertainment_shimi.jpg,1,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
age: 34,gender: F,handedness: right,5c3374ba221fad0001cc47aa,"06/27/2022, 07:13:32"
