RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1440,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1725,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1539,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1265,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1326,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1663,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1757,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1033,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1190,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3146,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2014,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1929,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1048,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1131,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1249,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1218,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1276,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
11411,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
5280,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2164,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
10752,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2007,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3494,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1494,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2373,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1691,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1082,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1531,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2491,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1446,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1406,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1605,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3454,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1672,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2051,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1606,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2205,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3166,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
15635,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2233,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3399,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
5447,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2390,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2100,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1589,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1728,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2104,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3017,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3290,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
20683,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
1703,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3025,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3927,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3896,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
3414,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
2039,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f92ba051f37511fb544dfc4,"06/24/2022, 15:05:35"
