RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2300,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2061,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
3165,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2298,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
3003,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
5059,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
12619,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
4801,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
4294,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2952,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
2655,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
6081,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
4923,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
3457,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
file,isFamiliar,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_shimi.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
E_katorza2-250x341.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
E_guri2-250x310.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_ornaBanai.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_yanai.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_smootch.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_mushonov.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_HassonShaher.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_har_lev.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_liberman2.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_Ivri2.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_peretz.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_zamir.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_shani.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_lapid.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_shaked.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Entertainment_rita.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_benet.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_yehimovitz.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
Politics_michaeliM.jpg,1,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
age: 29,gender: F,handedness: right,5e71251844916803d47123f3,"06/26/2022, 10:36:27"
