RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2126,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4964,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2429,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
1797,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2133,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4118,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2659,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2896,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2537,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
6530,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2743,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2238,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2441,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2121,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4039,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2564,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2062,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4331,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4992,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
5328,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fde6d194b3bdc5b9e1ce1d1,44733.39653
62991,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2724,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
171450,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2033,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
3283,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2955,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
2326,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
1845,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
1808,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
1413,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
3692,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4595,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5fde6d194b3bdc5b9e1ce1d1,44733.39653
3791,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4133,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4491,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5fde6d194b3bdc5b9e1ce1d1,44733.39653
3068,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
4294,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
5501,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
5547,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fde6d194b3bdc5b9e1ce1d1,44733.39653
file,isFamiliar,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_har_lev.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_yehimovitz.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_shaked.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_shimi.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_benet.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_mushonov.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_ornaBanai.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_shani.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_yanai.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_michaeliM.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
E_guri2-250x310.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_zamir.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_HassonShaher.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_peretz.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_Ivri2.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Entertainment_rita.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
E_katorza2-250x341.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_smootch.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_lapid.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
Politics_liberman2.jpg,1,5fde6d194b3bdc5b9e1ce1d1,"06/24/2022, 10:12:13",,,,,,,
age: 29,gender: F,handedness: right,5e722a25f65f1b1586a811db,"06/24/2022, 10:12:13",,,,,,
