RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4177,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
7078,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4583,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4100,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3215,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2633,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
8921,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4057,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5285,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
7775,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
6059,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4243,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
6138,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2883,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3894,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4410,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
14144,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
8155,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3699,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
7984,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5062,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3199,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2484,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
7162,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5265,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2068,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2014,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4380,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1964,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2755,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2239,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2703,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3833,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4169,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3914,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2214,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3103,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2524,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
10400,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4599,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2999,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3090,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2654,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3615,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2024,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2842,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2565,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2724,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2183,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3641,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3193,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2492,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1980,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3324,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2458,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2494,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
9545,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3189,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3655,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2560,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3039,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2019,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1535,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3612,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5114,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5170,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
7419,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5199,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1915,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2209,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1848,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1768,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
6840,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2129,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1668,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3419,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1937,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
9939,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2099,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2788,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1678,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1679,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2884,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1667,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4999,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2639,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3253,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1849,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3564,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1465,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3624,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4884,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5315,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
6664,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4163,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5654,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1905,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3184,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2099,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3768,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2859,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
8309,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5054,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
7353,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2134,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
7068,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1664,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3173,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1769,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3129,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
5449,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4083,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2255,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4823,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1749,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4698,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2803,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2864,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2618,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
1909,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
3778,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4789,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
4529,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
2938,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e5180bee64243000be60d10,"08/07/2022, 08:11:28"
