RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
22234,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
27907,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
10616,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3869,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2996,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2403,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3485,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
48415,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3530,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2964,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3992,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2901,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4589,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
16704,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3582,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2823,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2567,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2491,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1940,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2094,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2352,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2262,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
5114,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2577,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2120,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1683,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
14419,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2004,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1789,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1878,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2548,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3818,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2357,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2080,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4303,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2354,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
10642,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2392,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1798,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1720,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2386,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1973,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2766,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2144,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1635,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2858,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
7386,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
6731,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2254,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2704,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2344,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1359,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2629,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2482,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1834,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1884,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1894,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
5318,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1753,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1526,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1637,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1761,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2404,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2623,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1677,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2560,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2082,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2019,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4253,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2032,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2288,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3738,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2891,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1904,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4743,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2371,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2120,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1689,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1835,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1272345,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3722,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4400,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3114,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
5930,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2229,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2242,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2645,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
4314,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1823,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1457,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1386,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1513,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1852,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1778,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1500,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1500,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2217,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3637,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3775,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3111,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1612,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1710,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1823,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1412,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1605,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1945,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1649,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1711,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1610,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2821,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1711,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
1952,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
2022,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
3999,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,603e24d189c6cfd87dc43144,"06/24/2022, 07:39:33"
