RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4049,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2527,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2832,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4046,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1934,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2489,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3362,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3377,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2050,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3556,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1333,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3735,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2439,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
7374,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
5911,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4111,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
5478,Entertainment_HassonShaher.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
38866,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4045,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2531,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3518,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3825,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2697,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4704,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3625,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4696,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3201,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2547,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2873,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
5358,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
7266,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2185,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2888,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
6963,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3419,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2658,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
5264,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4609,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1999,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
26399,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
5467,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2732,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2187,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3294,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3207,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3213,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1857,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2896,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
5338,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
9156,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3146,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1764,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2289,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1526,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1703,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1473,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1742,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2602,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4885,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4295,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2420,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1524,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1334,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1639,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2028,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4148,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3851,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2440,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1607,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4324,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1446,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2426,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2235,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1677,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1762,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1303,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
5937,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2826,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1385,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1437,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2310,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1555,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2233,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2137,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1869,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2220,Entertainment_mushonov.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1940,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2654,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1866,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1583,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1838,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3010,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1440,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2935,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2783,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3018,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2797,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3444,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2756,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4792,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
6034,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2164,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1981,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1757,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1299,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1323,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1418,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
4892,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2803,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2886,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1930,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2097,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1457,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1499,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1592,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1332,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2196,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1393,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3943,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2211,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1745,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1918,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3478,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
3570,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1612,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
2298,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
1548,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e8f6ba57da4b324b99a3f4d,"06/23/2022, 13:09:19"
