RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3663,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1875,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2452,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2777,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3914,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1659,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1700,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
4506,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
13350,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3268,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1832,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2594,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2139,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2014,Entertainment_HassonShaher.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1794,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3903,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2223,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3534,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1561,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1315,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2970,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3555,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2805,Entertainment_har_lev.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2450,Entertainment_rita.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1588,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1507,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1310,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1650,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2385,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1882,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2675,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2301,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1767,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3058,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2719,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1972,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
5099,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3244,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3644,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1855,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3004,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1738,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1457,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2317,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3190,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2075,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1470,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2315,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
7598,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1508,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
9575,Politics_michaeliM.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2672,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1511,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3662,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1950,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1643,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2387,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1390,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
4458,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1361,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1351,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1455,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1788,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2416,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2303,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2839,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1683,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1510,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2022,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1782,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2722,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3109,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1606,E_katorza2-250x341.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1596,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1319,Entertainment_shimi.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1250,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1214,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
4214,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
2238,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3721,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
1486,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
3930,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d28827da280ea0018368fef,"06/27/2022, 20:50:14"
