RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2179,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2545,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1696,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2189,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1553,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
3457,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1568,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1855,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
4432,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
5104,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1230,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
12820,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1628,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2049,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1767,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2197,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1594,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2431,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2132,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1070,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
1731,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
7490,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
2744,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c5603640ee758000100cb5b,"07/12/2022, 13:54:11"
