RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2474,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1687,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2070,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2060,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2531,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2823,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1742,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1943,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2632,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3631,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2891,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2587,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1615,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1238,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3094,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3207,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2195,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1754,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1925,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1747,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3129,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
4203,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1361,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2153,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2339,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2455,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2304,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2121,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2339,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3532,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2723,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2147,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1978,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2998,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2125,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1948,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3587,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2617,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2814,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1957,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1830,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2234,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3507,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
5140,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2971,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2285,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
4884,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1814,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3168,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2297,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3330,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2101,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1745,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1819,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1460,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1789,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1690,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2789,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2149,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3872,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2941,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1789,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2618,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2254,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2375,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2237,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2284,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1474,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1775,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1958,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1727,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1789,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2054,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2014,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2699,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1586,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
4561,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2842,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2082,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1935,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2711,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1945,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3459,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2182,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1696,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1475,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2276,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
6032,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2789,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2811,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2622,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2680,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3678,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2234,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2744,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
5640,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2745,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2607,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2601,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
5284,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1913,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1449,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1307,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
2473,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1486,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
3754,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1925,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
1940,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60432be2ffdadc2d2b9a90e4,"07/12/2022, 19:35:57"
