RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2250,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3195,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2370,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1823,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2655,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1942,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1731,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3106,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2001,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2005,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1577,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1447,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1541,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2375,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
5045,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4624,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1978,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3105,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2182,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2542,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
5489,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3585,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2478,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4503,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2022,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2483,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3158,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2357,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2255,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2744,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4571,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2636,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4337,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
5934,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
159339,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1630,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2164,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1595,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1705,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1652,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2102,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1662,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2637,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4697,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2778,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1904,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1802,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3013,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3059,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2978,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2124,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2067,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1796,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2228,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
6371,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1886,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2344,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1376,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3338,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2287,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
5407,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1864,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3309,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2875,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2317,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2018,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
5012,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3199,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2440,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2499,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1846,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2033,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1922,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2201,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4841,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1559,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3174,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4285,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1293,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2608,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2812,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3377,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
4413,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2341,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1919,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2253,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2850,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2013,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1918,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1856,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3301,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2203,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1612,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1030,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2932,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1386,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1788,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2954,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2258,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2139,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1513,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1675,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2175,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2344,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1811,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1327,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
6210,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
11919,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3575,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2494,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2166,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2753,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2561,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1777,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1711,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2604,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2037,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2187,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
3142,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2371,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2718,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2159,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2871,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2315,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1809,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2160,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1600,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
2999,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1345,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
1288,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ec24766fd704d00089a80af,"07/12/2022, 19:04:28"
