RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6122,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5054,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4728,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6349,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6773,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3796,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5024,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
7640,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5119,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6574,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4335,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4518,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4433,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3480,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4434,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4943,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4276,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
7290,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
7170,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4311,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6685,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4489,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3397,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3908,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6807,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3279,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4610,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
7020,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5093,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3849,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4649,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4427,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5124,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5522,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6864,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4090,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5099,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
7345,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6450,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
8849,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4671,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4001,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4084,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5775,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5153,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5074,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4532,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4648,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
9896,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
7039,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5588,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6463,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4388,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5761,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5538,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6407,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3953,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4388,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3768,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3936,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3559,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4372,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5190,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3603,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5522,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4970,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
8057,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4529,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6186,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4001,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4538,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3929,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4700,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3518,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5652,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3424,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3673,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3870,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6043,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6889,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5431,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4308,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6794,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
12838,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4554,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3200,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3489,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3896,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
7893,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6380,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5747,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
8305,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4967,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3636,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5073,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3627,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3693,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3383,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5148,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3338,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4373,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3930,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5317,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6121,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5550,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
5366,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
6310,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3797,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3951,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3455,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3749,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
3384,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4468,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
4113,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fd131a9a38b070be1ad92f0,"07/12/2022, 11:52:15"
