RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3852,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2740,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2843,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
6056,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5268,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4171,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2721,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3652,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2202,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
7181,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2379,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2932,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3093,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5738,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2707,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2554,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2983,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2528,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2648,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5396,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2108,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2154,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3811,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3769,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3592,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
6066,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5867,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2509,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3072,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2698,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3378,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4773,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2432,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2484,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5064,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3792,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
6513,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2333,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2123,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2143,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3354,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2509,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2311,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4626,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4457,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2377,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4051,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2206,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5791,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
6152,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2699,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2832,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2607,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2472,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2441,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4600,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3118,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3983,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3245,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2461,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4103,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
1619,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2982,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2488,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3473,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2885,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2810,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2139,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2526,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3270,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2169,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2303,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2927,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2757,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2347,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3278,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2052,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2270,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4432,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5093,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3357,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5529,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
1940,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2201,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2132,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2665,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4328,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3378,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2455,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
6208,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3019,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3672,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
6076,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3691,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5432,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2616,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3144,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3905,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2351,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4048,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
5064,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2880,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
3151,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2457,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
6380,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
2200,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4462,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
4172,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55057a56fdf99b5b566a70bb,"06/30/2022, 11:50:03"
