RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2950,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
6536,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
6198,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2974,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
1875,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2600,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2431,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2633,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3882,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2804,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3360,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2843,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2327,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
7163,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2598,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2446,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2389,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
6013,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
4108,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3324,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2406,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3230,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
5032,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3505,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2090,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3244,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2362,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2665,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
2855,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
3340,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
file,isFamiliar,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_M_Ewan_McGregor.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_M_keir_starmer.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_F_Dawn_Roma_French.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_M_Russell_Howard.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_F_Theresa_May.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_M_nigel_farage.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_M_Michael_McIntyr.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_M_david_camer.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_M_Tony_Blair.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_M_jeremy_corbyn.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_M_Gordon_Brown.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_M_Peter_Kay.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_M_Michael_Gove.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_M_Sajid_Javid.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_M_Jimmy_Carr.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_M_Simon_Pegg.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_F_Sarah_Millican.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_F_Jennifer_Saunders.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
P_F_nicola_sturge.png,1,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
E_F_Julie_Walters.png,0,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
age: 33,gender: Male,handedness: right,62a286090ed91d5c3fca9db6,"06/30/2022, 09:33:53"
