RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
4636,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
6738,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
6396,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
16747,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
4620,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3067,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3811,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
4402,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3346,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
8997,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
102095,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
5177,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
7844,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
61543,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
38662,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3424,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3873,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3672,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3648,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
8312,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3446,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
4322,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3255,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
2981,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
2512,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
7273,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3612,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
5153,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
6000,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
6458,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
3366,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
file,isFamiliar,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_M_tom_hankes.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_M_robert_de_niro.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_F_hillary_clinton.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_F_jennifer_aniston.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_M_nicolas_cage.png,0,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_M_bill_clinton.png,0,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_M_Tony_Blair.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_M_donald_trump.png,0,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_F_angelina_jolie.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_F_nicola_sturgeon.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_F_keira_knightley.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_F_tehresy_may.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_F_Judi_Dench.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_F_sandra_bullock.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_M_boris_johnson.png,0,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_M_michael_caine.png,0,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_F_Kate_Winslet.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_M_david_cameron.png,0,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
E_M_Hugh_Grant.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
P_M_george_Wbush.png,1,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
age: 29,gender: Female,handedness: right,60dc72e0ecbf8af03b214ced,"05/06/2022, 11:30:16"
