RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3258,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4699,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3733,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3008,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2938,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4156,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2604,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4439,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3074,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4371,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4043,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4161,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4117,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3535,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2885,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2731,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4201,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3303,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3055,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2791,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4900,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3033,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2501,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2634,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2886,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2846,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2792,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4833,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2784,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
3013,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
5377,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
2872,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
4517,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
file,isFamiliar,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_M_donald_trump.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_F_Judi_Dench.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_F_tehresy_may.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_F_hillary_clinton.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_M_david_cameron.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_F_angelina_jolie.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_M_boris_johnson.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_F_Kate_Winslet.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_M_tom_hankes.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_M_Hugh_Grant.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_F_nicola_sturgeon.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_M_nicolas_cage.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_M_bill_clinton.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_F_sandra_bullock.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_M_Tony_Blair.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_M_michael_caine.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_F_jennifer_aniston.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
P_M_george_Wbush.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_M_robert_de_niro.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
E_F_keira_knightley.png,0,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
age: 33,gender: Female,handedness: right,5f2c752e937b6c149d212fa6,"05/06/2022, 10:55:17"
