RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2581,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1978,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2149,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2016,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2525,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1631,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2250,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2134,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1851,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
5050,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2098,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2783,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2368,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1583,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2321,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2217,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1821,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2186,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2442,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2580,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2468,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3711,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2403,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2560,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2320,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1474,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2907,P_M_donald_trump.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3425,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4163,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2927,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2138,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2713,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2177,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1379,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1937,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3110,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2833,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2492,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1758,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3236,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2955,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2391,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3858,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3076,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
5316,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
5244,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4952,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
6899,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2956,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
8360,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3851,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1729,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
6131,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1978,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2607,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1941,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4664,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3500,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2095,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4036,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4346,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1923,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3186,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2072,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1947,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
5973,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4986,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
6081,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4074,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
5471,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4151,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
11101,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2869,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4526,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3683,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1549,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
5047,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1972,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4695,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3550,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3325,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2153,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2274,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2829,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1665,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2445,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
6282,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
6340,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
6044,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
7440,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
10911,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2781,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2038,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2993,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
11088,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4577,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3141,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
4411,P_F_nicola_sturgeon.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2175,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1828,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1977,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2252,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2238,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2354,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2326,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1916,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2242,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2061,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1947,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3123,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3705,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2960,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1931,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2415,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2201,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1423,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1510,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3078,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
1635,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2134,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
3055,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2843,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2384,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2201,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2533,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
2781,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ff74e9756bc433d405a5773,"05/06/2022, 10:48:52"
