RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3685,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4662,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4721,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5267,E_F_sandra_bullock.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3680,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3749,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5528,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3679,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4801,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2758,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2728,E_F_jennifer_aniston.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3816,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2168,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3116,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3903,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2565,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3273,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3563,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3857,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4720,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2842,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3569,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4176,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3943,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3159,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4419,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3855,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2872,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3439,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4704,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3644,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2570,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
4263,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2656,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3354,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2404,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2995,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2639,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3919,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
3119,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
1974,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2905,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
2518,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
5639,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
file,isFamiliar,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_F_Kate_Winslet.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_F_tehresy_may.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_F_Judi_Dench.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_M_nicolas_cage.png,0,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_M_Hugh_Grant.png,0,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_F_angelina_jolie.png,0,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_M_michael_caine.png,0,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_F_jennifer_aniston.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_F_keira_knightley.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_M_donald_trump.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_M_robert_de_niro.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_M_bill_clinton.png,0,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_M_boris_johnson.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_M_tom_hankes.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_M_Tony_Blair.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_M_george_Wbush.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_F_nicola_sturgeon.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
E_F_sandra_bullock.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_M_david_cameron.png,0,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
P_F_hillary_clinton.png,1,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
age: 31,gender: Female,handedness: right,5a270517b4a5de00011af15c,"05/06/2022, 10:59:44"
